mesaid,line,linetime,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,dayofweek,daybymidnight,daybynoon
1616,1,18:30:00,0,241.00,0,0.0400,0.0197,0.0000,0.0000,1,ACTIVE,3,1,1
1616,2,18:30:30,0,395.00,0,0.0600,0.0292,0.0000,0.0000,1,ACTIVE,3,1,1
1616,3,18:31:00,0,155.00,0,0.0600,0.0292,0.0000,0.0000,1,ACTIVE,3,1,1
1616,4,18:31:30,0,1.00,0,0.0400,0.0197,0.0000,0.0000,1,ACTIVE,3,1,1
1616,5,18:32:00,0,383.00,0,0.0400,0.0197,0.0000,0.0000,1,ACTIVE,3,1,1
1616,6,18:32:30,0,478.00,0,0.0400,0.0197,0.0000,0.0000,1,ACTIVE,3,1,1
1616,7,18:33:00,0,544.00,0,0.0400,0.0197,0.0000,0.0000,1,ACTIVE,3,1,1
1616,8,18:33:30,0,511.00,0,0.0400,0.0197,0.0000,0.0000,1,ACTIVE,3,1,1
1616,9,18:34:00,0,383.00,0,0.0400,0.0197,0.0000,0.0000,1,ACTIVE,3,1,1
1616,10,18:34:30,0,185.00,0,0.0200,0.0099,0.0000,0.0000,1,ACTIVE,3,1,1
1616,11,18:35:00,0,117.00,0,0.0400,0.0197,0.0000,0.0000,1,ACTIVE,3,1,1
1616,12,18:35:30,0,65.00,0,0.0400,0.0197,0.0000,0.0000,1,ACTIVE,3,1,1
1616,13,18:36:00,0,5.00,0,0.0200,0.0099,0.0000,0.0000,1,ACTIVE,3,1,1
1616,14,18:36:30,0,0.00,0,0.0400,0.0197,0.0000,0.0000,1,ACTIVE,3,1,1
1616,15,18:37:00,0,75.00,0,0.0200,0.0099,0.0000,0.0000,1,ACTIVE,3,1,1
1616,16,18:37:30,0,135.00,0,9.0900,0.6320,0.8370,0.3300,1,ACTIVE,3,1,1
1616,17,18:38:00,0,26.00,0,12.9800,0.8370,1.2100,0.4870,1,ACTIVE,3,1,1
1616,18,18:38:30,0,80.00,0,7.0700,0.7680,0.6050,0.0694,1,ACTIVE,3,1,1
1616,19,18:39:00,0,185.00,0,28.5600,2.6400,2.4700,0.9750,1,ACTIVE,3,1,1
1616,20,18:39:30,0,191.00,0,2.3400,0.1960,0.2090,0.0650,1,ACTIVE,3,1,1
1616,21,18:40:00,0,211.00,0,11.5600,0.7040,1.0900,0.4470,1,ACTIVE,3,1,1
1616,22,18:40:30,0,39.00,0,14.3100,0.7200,1.3800,0.5920,1,ACTIVE,3,1,1
1616,23,18:41:00,0,324.00,0,6.3100,0.4570,0.5790,0.2090,1,ACTIVE,3,1,1
1616,24,18:41:30,0,80.00,0,0.2300,0.1020,0.0000,0.0000,1,ACTIVE,3,1,1
1616,25,18:42:00,0,0.00,0,0.0600,0.0292,0.0000,0.0000,1,ACTIVE,3,1,1
1616,26,18:42:30,0,0.00,0,0.0600,0.0292,0.0000,0.0000,0,ACTIVE,3,1,1
1616,27,18:43:00,0,0.00,0,0.0400,0.0197,0.0000,0.0000,0,ACTIVE,3,1,1
1616,28,18:43:30,0,7.00,0,0.0600,0.0292,0.0000,0.0000,0,ACTIVE,3,1,1
1616,29,18:44:00,0,22.00,0,2.7300,0.2330,0.2440,0.0756,1,ACTIVE,3,1,1
1616,30,18:44:30,0,1.00,0,6.8800,0.4570,0.6460,0.1960,0,ACTIVE,3,1,1
1616,31,18:45:00,0,1.00,0,7.5100,0.4980,0.7040,0.2230,0,ACTIVE,3,1,1
1616,32,18:45:30,0,30.00,1,37.5700,1.9500,3.6500,1.1600,1,ACTIVE,3,1,1
1616,33,18:46:00,0,10.00,0,48.8800,3.3500,4.5400,1.6000,0,ACTIVE,3,1,1
1616,34,18:46:30,0,1.00,0,40.0500,1.9500,3.9000,1.4700,0,ACTIVE,3,1,1
1616,35,18:47:00,0,21.00,0,52.1200,3.5000,4.8400,1.8300,1,ACTIVE,3,1,1
1616,36,18:47:30,0,10.00,0,49.9100,3.3500,4.6400,1.7500,0,ACTIVE,3,1,1
1616,37,18:48:00,0,9.00,0,1.0700,0.2330,0.0622,0.0070,0,ACTIVE,3,1,1
1616,38,18:48:30,0,1.00,0,1.0900,0.2440,0.0622,0.0070,0,ACTIVE,3,1,1
1616,39,18:49:00,0,0.00,0,1.0100,0.2050,0.0622,0.0070,0,ACTIVE,3,1,1
1616,40,18:49:30,0,0.00,0,0.8900,0.1880,0.0523,0.0173,0,ACTIVE,3,1,1
1616,41,18:50:00,0,0.00,0,0.4500,0.1330,0.0173,0.0059,0,ACTIVE,3,1,1
1616,42,18:50:30,0,1.00,0,0.4300,0.1220,0.0173,0.0059,0,ACTIVE,3,1,1
1616,43,18:51:00,0,36.00,0,10.3600,0.8370,0.9330,0.3090,1,ACTIVE,3,1,1
1616,44,18:51:30,0,17.00,0,16.3900,1.0900,1.5400,0.4980,1,ACTIVE,3,1,1
1616,45,18:52:00,0,0.00,0,7.6500,0.5550,0.7040,0.2330,0,ACTIVE,3,1,1
1616,46,18:52:30,0,0.00,0,7.9900,0.5790,0.7350,0.2440,0,ACTIVE,3,1,1
1616,47,18:53:00,0,9.00,0,8.0000,0.5920,0.7350,0.2330,0,ACTIVE,3,1,1
1616,48,18:53:30,0,34.00,0,7.1000,0.6740,0.6180,0.1760,1,ACTIVE,3,1,1
1616,49,18:54:00,0,34.00,0,4.7600,0.6050,0.3840,0.0559,1,ACTIVE,3,1,1
1616,50,18:54:30,0,0.00,0,5.0300,0.5920,0.4190,0.0535,0,ACTIVE,3,1,1
1616,51,18:55:00,0,0.00,0,5.3000,0.6320,0.4370,0.0650,0,ACTIVE,3,1,1
1616,52,18:55:30,0,9.00,0,5.2600,0.6180,0.4370,0.0596,0,ACTIVE,3,1,1
1616,53,18:56:00,0,2.00,0,34.2100,2.2200,3.2100,1.1100,0,ACTIVE,3,1,1
1616,54,18:56:30,0,0.00,0,39.4900,2.7600,3.6500,1.2900,0,ACTIVE,3,1,1
1616,55,18:57:00,0,0.00,0,44.4300,2.8800,4.1600,1.5000,0,ACTIVE,3,1,1
1616,56,18:57:30,0,0.00,0,47.7600,3.2100,4.4400,1.6400,0,ACTIVE,3,1,1
1616,57,18:58:00,0,6.00,0,50.8000,3.3500,4.7400,1.7500,0,ACTIVE,3,1,1
1616,58,18:58:30,0,1.00,0,49.9500,3.3500,4.6400,1.7900,0,ACTIVE,3,1,1
1616,59,18:59:00,0,87.00,0,41.8500,1.6700,4.1600,1.5700,1,ACTIVE,3,1,1
1616,60,18:59:30,0,42.00,0,29.8700,1.8300,2.8200,1.0600,1,ACTIVE,3,1,1
1616,61,19:00:00,0,15.00,0,39.5600,1.7100,3.9000,1.5000,1,ACTIVE,3,1,1
1616,62,19:00:30,0,0.00,0,33.4000,2.3700,3.0700,1.1600,0,ACTIVE,3,1,1
1616,63,19:01:00,0,0.00,0,54.3000,3.5700,5.0600,1.9500,0,ACTIVE,3,1,1
1616,64,19:01:30,0,45.00,0,18.0500,1.6700,1.5700,0.5550,1,ACTIVE,3,1,1
1616,65,19:02:00,0,0.00,0,5.1900,0.6600,0.4190,0.0596,0,ACTIVE,3,1,1
1616,66,19:02:30,0,27.00,0,7.4200,0.7040,0.6460,0.1880,1,ACTIVE,3,1,1
1616,67,19:03:00,0,21.00,0,7.8800,0.8020,0.6740,0.1880,1,ACTIVE,3,1,1
1616,68,19:03:30,0,191.00,0,11.0700,0.8560,0.9960,0.4190,1,ACTIVE,3,1,1
1616,69,19:04:00,0,160.00,0,6.7000,0.9330,0.5200,0.0790,1,ACTIVE,3,1,1
1616,70,19:04:30,0,94.00,0,7.3600,0.6740,0.6460,0.1960,1,ACTIVE,3,1,1
1616,71,19:05:00,0,50.00,0,6.9300,0.7510,0.5790,0.1760,1,ACTIVE,3,1,1
1616,72,19:05:30,0,4.00,0,52.4100,3.2100,4.9500,1.8300,1,ACTIVE,3,1,1
1616,73,19:06:00,0,145.00,0,20.8600,2.2200,1.7500,0.5790,1,ACTIVE,3,1,1
1616,74,19:06:30,0,62.00,0,7.1600,0.7040,0.6180,0.1760,1,ACTIVE,3,1,1
1616,75,19:07:00,0,30.00,0,8.4000,0.9130,0.7040,0.1960,1,ACTIVE,3,1,1
1616,76,19:07:30,0,106.00,0,7.6700,0.8200,0.6460,0.1880,1,ACTIVE,3,1,1
1616,77,19:08:00,0,106.00,0,16.6700,2.3700,1.2900,0.1140,1,ACTIVE,3,1,1
1616,78,19:08:30,0,106.00,0,4.8200,0.6320,0.3840,0.0559,1,ACTIVE,3,1,1
1616,79,19:09:00,0,67.00,0,26.2600,2.1700,2.3200,1.0600,1,ACTIVE,3,1,1
1616,80,19:09:30,0,140.00,0,18.5400,2.0400,1.5400,0.5430,1,ACTIVE,3,1,1
1616,81,19:10:00,0,26.00,0,36.6100,2.0400,3.5000,1.3500,1,ACTIVE,3,1,1
1616,82,19:10:30,0,5.00,0,2.5100,0.3450,0.1920,0.0650,1,ACTIVE,3,1,1
1616,83,19:11:00,0,6.00,0,3.0800,0.3920,0.2440,0.0756,0,ACTIVE,3,1,1
1616,84,19:11:30,0,0.00,0,2.6100,0.3160,0.2090,0.0756,0,ACTIVE,3,1,1
1616,85,19:12:00,0,0.00,0,2.6000,0.3090,0.2090,0.0756,0,ACTIVE,3,1,1
1616,86,19:12:30,0,0.00,0,3.4400,0.4100,0.2770,0.0981,0,ACTIVE,3,1,1
1616,87,19:13:00,0,0.00,0,4.2300,0.4570,0.3520,0.1220,0,ACTIVE,3,1,1
1616,88,19:13:30,0,22.00,0,4.8900,0.4870,0.4190,0.1330,1,ACTIVE,3,1,1
1616,89,19:14:00,0,34.00,0,43.2400,2.6400,4.0700,1.6000,1,ACTIVE,3,1,1
1616,90,19:14:30,0,10.00,1,31.1900,1.6700,3.0100,1.0600,1,ACTIVE,3,1,1
1616,91,19:15:00,0,102.00,0,32.9700,1.9100,3.1400,1.1600,1,ACTIVE,3,1,1
1616,92,19:15:30,0,0.00,0,40.8800,2.6400,3.8100,1.5000,0,ACTIVE,3,1,1
1616,93,19:16:00,0,0.00,0,41.9100,2.7600,3.9000,1.5400,0,ACTIVE,3,1,1
1616,94,19:16:30,0,0.00,0,41.9400,2.7600,3.9000,1.5700,0,ACTIVE,3,1,1
1616,95,19:17:00,0,19.00,0,42.6900,2.7600,3.9800,1.5700,1,ACTIVE,3,1,1
1616,96,19:17:30,0,60.00,0,45.8100,3.0700,4.2500,1.6400,1,ACTIVE,3,1,1
1616,97,19:18:00,0,109.00,0,36.3500,1.9500,3.5000,1.2900,1,ACTIVE,3,1,1
1616,98,19:18:30,0,39.00,0,25.5400,2.1700,2.2700,0.8020,1,ACTIVE,3,1,1
1616,99,19:19:00,0,106.00,0,23.3500,1.5700,2.1700,0.7850,1,ACTIVE,3,1,1
1616,100,19:19:30,0,204.00,0,37.7400,1.9900,3.6500,1.2400,1,ACTIVE,3,1,1
1616,101,19:20:00,0,102.00,0,34.0300,2.1700,3.2100,1.0400,1,ACTIVE,3,1,1
1616,102,19:20:30,0,358.00,0,50.8000,3.3500,4.7400,1.7500,1,ACTIVE,3,1,1
1616,103,19:21:00,0,258.00,0,51.7900,3.3500,4.8400,1.8300,1,ACTIVE,3,1,1
1616,104,19:21:30,0,140.00,0,40.6700,1.8300,3.9800,1.6000,1,ACTIVE,3,1,1
1616,105,19:22:00,0,285.00,0,45.5900,3.0700,4.2500,1.4400,1,ACTIVE,3,1,1
1616,106,19:22:30,0,267.00,0,21.3300,1.9500,1.8700,0.6180,1,ACTIVE,3,1,1
1616,107,19:23:00,0,258.00,0,6.8200,0.7040,0.5790,0.1760,1,ACTIVE,3,1,1
1616,108,19:23:30,0,60.00,0,9.4400,0.8200,0.8370,0.2660,1,ACTIVE,3,1,1
1616,109,19:24:00,0,109.00,0,2.4900,0.2490,0.2090,0.0981,1,ACTIVE,3,1,1
1616,110,19:24:30,0,160.00,0,0.3400,0.0807,0.0173,0.0059,1,ACTIVE,3,1,1
1616,111,19:25:00,0,106.00,0,30.3500,2.4200,2.7600,0.7850,1,ACTIVE,3,1,1
1616,112,19:25:30,0,130.00,0,6.6600,0.4770,0.6180,0.1760,1,ACTIVE,3,1,1
1616,113,19:26:00,0,113.00,0,6.7700,0.6320,0.6050,0.0694,1,ACTIVE,3,1,1
1616,114,19:26:30,0,250.00,0,2.5400,0.2490,0.2230,0.0298,1,ACTIVE,3,1,1
1616,115,19:27:00,0,179.00,0,12.7400,0.7680,1.2100,0.4100,1,ACTIVE,3,1,1
1616,116,19:27:30,0,77.00,0,2.6700,0.3090,0.2230,0.0298,1,ACTIVE,3,1,1
1616,117,19:28:00,0,113.00,0,9.8800,0.6320,0.9330,0.2840,1,ACTIVE,3,1,1
1616,118,19:28:30,0,77.00,0,5.4600,0.7040,0.4370,0.0650,1,ACTIVE,3,1,1
1616,119,19:29:00,0,0.00,0,4.2800,0.5790,0.3370,0.0440,1,ACTIVE,3,1,1
1616,120,19:29:30,0,1.00,0,4.2500,0.5670,0.3370,0.0440,1,ACTIVE,3,1,1
