mesaid,line,linetime,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,dayofweek,daybymidnight,daybynoon
3656,1,17:30:00,1,,,,,,,,EXCLUDED,6,1,1
3656,2,17:30:30,1,,,,,,,,EXCLUDED,6,1,1
3656,3,17:31:00,1,,,,,,,,EXCLUDED,6,1,1
3656,4,17:31:30,1,,,,,,,,EXCLUDED,6,1,1
3656,5,17:32:00,1,,,,,,,1,EXCLUDED,6,1,1
3656,6,17:32:30,1,,,,,,,1,EXCLUDED,6,1,1
3656,7,17:33:00,1,,,,,,,1,EXCLUDED,6,1,1
3656,8,17:33:30,1,,,,,,,1,EXCLUDED,6,1,1
3656,9,17:34:00,0,57.00,0,1123.850,88.2000,103.0000,27.4000,1,ACTIVE,6,1,1
3656,10,17:34:30,0,24.00,0,3074.130,142.0000,297.0000,148.0000,1,ACTIVE,6,1,1
3656,11,17:35:00,0,17.00,0,5910.380,331.0000,556.0000,284.0000,1,ACTIVE,6,1,1
3656,12,17:35:30,0,55.00,0,608.6000,43.2000,56.0000,21.1000,1,ACTIVE,6,1,1
3656,13,17:36:00,0,48.00,0,639.0200,41.3000,59.7000,22.5000,1,ACTIVE,6,1,1
3656,14,17:36:30,0,11.00,0,329.3100,28.0000,29.2000,10.6000,1,ACTIVE,6,1,1
3656,15,17:37:00,0,95.00,0,0.0000,0.0000,0.0000,0.0000,1,ACTIVE,6,1,1
3656,16,17:37:30,0,91.00,0,1141.140,84.5000,107.0000,14.3000,1,ACTIVE,6,1,1
3656,17,17:38:00,0,41.00,0,501.7200,41.3000,46.1000,6.4200,1,ACTIVE,6,1,1
3656,18,17:38:30,0,0.00,0,621.6900,51.3000,57.2000,6.7000,1,ACTIVE,6,1,1
3656,19,17:39:00,0,38.00,0,441.7600,33.3000,40.4000,12.8000,1,ACTIVE,6,1,1
3656,20,17:39:30,0,60.00,0,476.1900,34.8000,44.1000,12.0000,1,ACTIVE,6,1,1
3656,21,17:40:00,0,28.00,0,951.8700,52.4000,94.1000,10.6000,1,ACTIVE,6,1,1
3656,22,17:40:30,0,20.00,0,884.4700,53.6000,84.5000,24.0000,1,ACTIVE,6,1,1
