mesaid,line,linetime,offwrist,activity,marker,whitelight,redlight,greenlight,bluelight,wake,interval,dayofweek,daybymidnight,daybynoon
937,1,15:31:00,1,,,,,,,,EXCLUDED,2,1,1
937,2,15:31:30,1,,,,,,,,EXCLUDED,2,1,1
937,3,15:32:00,1,,,,,,,,EXCLUDED,2,1,1
937,4,15:32:30,1,,,,,,,,EXCLUDED,2,1,1
937,5,15:33:00,1,,,,,,,,EXCLUDED,2,1,1
937,6,15:33:30,1,,,,,,,,EXCLUDED,2,1,1
937,7,15:34:00,1,,,,,,,,EXCLUDED,2,1,1
937,8,15:34:30,1,,,,,,,,EXCLUDED,2,1,1
937,9,15:35:00,1,,,,,,,,EXCLUDED,2,1,1
937,10,15:35:30,1,,,,,,,,EXCLUDED,2,1,1
937,11,15:36:00,1,,,,,,,,EXCLUDED,2,1,1
937,12,15:36:30,1,,,,,,,,EXCLUDED,2,1,1
937,13,15:37:00,1,,,,,,,,EXCLUDED,2,1,1
937,14,15:37:30,1,,,,,,,,EXCLUDED,2,1,1
937,15,15:38:00,1,,,,,,,,EXCLUDED,2,1,1
937,16,15:38:30,1,,,,,,,,EXCLUDED,2,1,1
937,17,15:39:00,1,,,,,,,,EXCLUDED,2,1,1
937,18,15:39:30,1,,,,,,,,EXCLUDED,2,1,1
937,19,15:40:00,1,,,,,,,,EXCLUDED,2,1,1
937,20,15:40:30,1,,,,,,,,EXCLUDED,2,1,1
937,21,15:41:00,1,,,,,,,,EXCLUDED,2,1,1
937,22,15:41:30,1,,,,,,,,EXCLUDED,2,1,1
937,23,15:42:00,1,,,,,,,,EXCLUDED,2,1,1
937,24,15:42:30,1,,,,,,,,EXCLUDED,2,1,1
937,25,15:43:00,1,,,,,,,,EXCLUDED,2,1,1
937,26,15:43:30,1,,,,,,,,EXCLUDED,2,1,1
937,27,15:44:00,1,,,,,,,,EXCLUDED,2,1,1
937,28,15:44:30,1,,,,,,,,EXCLUDED,2,1,1
937,29,15:45:00,1,,,,,,,,EXCLUDED,2,1,1
937,30,15:45:30,1,,,,,,,,EXCLUDED,2,1,1
937,31,15:46:00,1,,,,,,,,EXCLUDED,2,1,1
937,32,15:46:30,1,,,,,,,,EXCLUDED,2,1,1
937,33,15:47:00,1,,,,,,,,EXCLUDED,2,1,1
937,34,15:47:30,1,,,,,,,,EXCLUDED,2,1,1
937,35,15:48:00,1,,,,,,,,EXCLUDED,2,1,1
937,36,15:48:30,1,,,,,,,,EXCLUDED,2,1,1
937,37,15:49:00,1,,,,,,,,EXCLUDED,2,1,1
937,38,15:49:30,1,,,,,,,,EXCLUDED,2,1,1
937,39,15:50:00,1,,,,,,,,EXCLUDED,2,1,1
937,40,15:50:30,1,,,,,,,,EXCLUDED,2,1,1
937,41,15:51:00,1,,,,,,,,EXCLUDED,2,1,1
937,42,15:51:30,1,,,,,,,,EXCLUDED,2,1,1
937,43,15:52:00,1,,,,,,,,EXCLUDED,2,1,1
937,44,15:52:30,1,,,,,,,,EXCLUDED,2,1,1
937,45,15:53:00,1,,,,,,,,EXCLUDED,2,1,1
937,46,15:53:30,1,,,,,,,,EXCLUDED,2,1,1
937,47,15:54:00,1,,,,,,,,EXCLUDED,2,1,1
937,48,15:54:30,1,,,,,,,,EXCLUDED,2,1,1
937,49,15:55:00,1,,,,,,,,EXCLUDED,2,1,1
937,50,15:55:30,1,,,,,,,,EXCLUDED,2,1,1
937,51,15:56:00,1,,,,,,,,EXCLUDED,2,1,1
937,52,15:56:30,1,,,,,,,,EXCLUDED,2,1,1
937,53,15:57:00,1,,,,,,,,EXCLUDED,2,1,1
937,54,15:57:30,1,,,,,,,,EXCLUDED,2,1,1
937,55,15:58:00,1,,,,,,,,EXCLUDED,2,1,1
937,56,15:58:30,1,,,,,,,,EXCLUDED,2,1,1
937,57,15:59:00,1,,,,,,,,EXCLUDED,2,1,1
937,58,15:59:30,1,,,,,,,,EXCLUDED,2,1,1
937,59,16:00:00,1,,,,,,,,EXCLUDED,2,1,1
937,60,16:00:30,1,,,,,,,,EXCLUDED,2,1,1
937,61,16:01:00,1,,,,,,,,EXCLUDED,2,1,1
937,62,16:01:30,1,,,,,,,,EXCLUDED,2,1,1
937,63,16:02:00,1,,,,,,,,EXCLUDED,2,1,1
937,64,16:02:30,1,,,,,,,,EXCLUDED,2,1,1
937,65,16:03:00,1,,,,,,,,EXCLUDED,2,1,1
937,66,16:03:30,1,,,,,,,,EXCLUDED,2,1,1
937,67,16:04:00,1,,,,,,,,EXCLUDED,2,1,1
937,68,16:04:30,1,,,,,,,,EXCLUDED,2,1,1
937,69,16:05:00,1,,,,,,,,EXCLUDED,2,1,1
937,70,16:05:30,1,,,,,,,,EXCLUDED,2,1,1
937,71,16:06:00,1,,,,,,,,EXCLUDED,2,1,1
937,72,16:06:30,1,,,,,,,,EXCLUDED,2,1,1
937,73,16:07:00,1,,,,,,,,EXCLUDED,2,1,1
937,74,16:07:30,1,,,,,,,,EXCLUDED,2,1,1
937,75,16:08:00,1,,,,,,,,EXCLUDED,2,1,1
937,76,16:08:30,1,,,,,,,,EXCLUDED,2,1,1
937,77,16:09:00,1,,,,,,,,EXCLUDED,2,1,1
937,78,16:09:30,1,,,,,,,,EXCLUDED,2,1,1
937,79,16:10:00,1,,,,,,,,EXCLUDED,2,1,1
937,80,16:10:30,1,,,,,,,,EXCLUDED,2,1,1
937,81,16:11:00,1,,,,,,,,EXCLUDED,2,1,1
937,82,16:11:30,1,,,,,,,,EXCLUDED,2,1,1
937,83,16:12:00,1,,,,,,,,EXCLUDED,2,1,1
937,84,16:12:30,1,,,,,,,,EXCLUDED,2,1,1
937,85,16:13:00,1,,,,,,,,EXCLUDED,2,1,1
937,86,16:13:30,1,,,,,,,,EXCLUDED,2,1,1
937,87,16:14:00,1,,,,,,,,EXCLUDED,2,1,1
937,88,16:14:30,1,,,,,,,,EXCLUDED,2,1,1
937,89,16:15:00,1,,,,,,,,EXCLUDED,2,1,1
937,90,16:15:30,1,,,,,,,,EXCLUDED,2,1,1
937,91,16:16:00,1,,,,,,,,EXCLUDED,2,1,1
937,92,16:16:30,1,,,,,,,,EXCLUDED,2,1,1
937,93,16:17:00,1,,,,,,,,EXCLUDED,2,1,1
937,94,16:17:30,1,,,,,,,,EXCLUDED,2,1,1
937,95,16:18:00,1,,,,,,,,EXCLUDED,2,1,1
937,96,16:18:30,1,,,,,,,,EXCLUDED,2,1,1
937,97,16:19:00,1,,,,,,,,EXCLUDED,2,1,1
937,98,16:19:30,1,,,,,,,,EXCLUDED,2,1,1
937,99,16:20:00,1,,,,,,,,EXCLUDED,2,1,1
937,100,16:20:30,1,,,,,,,,EXCLUDED,2,1,1
937,101,16:21:00,1,,,,,,,,EXCLUDED,2,1,1
937,102,16:21:30,1,,,,,,,,EXCLUDED,2,1,1
937,103,16:22:00,1,,,,,,,,EXCLUDED,2,1,1
937,104,16:22:30,1,,,,,,,,EXCLUDED,2,1,1
937,105,16:23:00,1,,,,,,,,EXCLUDED,2,1,1
937,106,16:23:30,1,,,,,,,,EXCLUDED,2,1,1
937,107,16:24:00,1,,,,,,,,EXCLUDED,2,1,1
937,108,16:24:30,1,,,,,,,,EXCLUDED,2,1,1
937,109,16:25:00,1,,,,,,,,EXCLUDED,2,1,1
937,110,16:25:30,1,,,,,,,,EXCLUDED,2,1,1
937,111,16:26:00,1,,,,,,,,EXCLUDED,2,1,1
937,112,16:26:30,1,,,,,,,,EXCLUDED,2,1,1
937,113,16:27:00,1,,,,,,,,EXCLUDED,2,1,1
937,114,16:27:30,1,,,,,,,,EXCLUDED,2,1,1
937,115,16:28:00,1,,,,,,,,EXCLUDED,2,1,1
937,116,16:28:30,1,,,,,,,,EXCLUDED,2,1,1
937,117,16:29:00,1,,,,,,,,EXCLUDED,2,1,1
937,118,16:29:30,1,,,,,,,,EXCLUDED,2,1,1
937,119,16:30:00,1,,,,,,,,EXCLUDED,2,1,1
937,120,16:30:30,1,,,,,,,,EXCLUDED,2,1,1
937,121,16:31:00,1,,,,,,,,EXCLUDED,2,1,1
937,122,16:31:30,1,,,,,,,,EXCLUDED,2,1,1
937,123,16:32:00,1,,,,,,,,EXCLUDED,2,1,1
937,124,16:32:30,1,,,,,,,,EXCLUDED,2,1,1
937,125,16:33:00,1,,,,,,,,EXCLUDED,2,1,1
937,126,16:33:30,1,,,,,,,,EXCLUDED,2,1,1
937,127,16:34:00,1,,,,,,,,EXCLUDED,2,1,1
937,128,16:34:30,1,,,,,,,,EXCLUDED,2,1,1
937,129,16:35:00,1,,,,,,,,EXCLUDED,2,1,1
937,130,16:35:30,1,,,,,,,,EXCLUDED,2,1,1
937,131,16:36:00,1,,,,,,,,EXCLUDED,2,1,1
937,132,16:36:30,1,,,,,,,,EXCLUDED,2,1,1
937,133,16:37:00,1,,,,,,,,EXCLUDED,2,1,1
937,134,16:37:30,1,,,,,,,,EXCLUDED,2,1,1
937,135,16:38:00,1,,,,,,,,EXCLUDED,2,1,1
937,136,16:38:30,1,,,,,,,,EXCLUDED,2,1,1
937,137,16:39:00,1,,,,,,,,EXCLUDED,2,1,1
937,138,16:39:30,1,,,,,,,,EXCLUDED,2,1,1
937,139,16:40:00,1,,,,,,,,EXCLUDED,2,1,1
937,140,16:40:30,1,,,,,,,,EXCLUDED,2,1,1
937,141,16:41:00,1,,,,,,,,EXCLUDED,2,1,1
937,142,16:41:30,1,,,,,,,,EXCLUDED,2,1,1
937,143,16:42:00,1,,,,,,,,EXCLUDED,2,1,1
937,144,16:42:30,1,,,,,,,,EXCLUDED,2,1,1
937,145,16:43:00,1,,,,,,,,EXCLUDED,2,1,1
937,146,16:43:30,1,,,,,,,,EXCLUDED,2,1,1
937,147,16:44:00,1,,,,,,,,EXCLUDED,2,1,1
937,148,16:44:30,1,,,,,,,,EXCLUDED,2,1,1
937,149,16:45:00,1,,,,,,,,EXCLUDED,2,1,1
937,150,16:45:30,1,,,,,,,,EXCLUDED,2,1,1
937,151,16:46:00,1,,,,,,,,EXCLUDED,2,1,1
937,152,16:46:30,1,,,,,,,,EXCLUDED,2,1,1
937,153,16:47:00,1,,,,,,,,EXCLUDED,2,1,1
937,154,16:47:30,1,,,,,,,,EXCLUDED,2,1,1
937,155,16:48:00,1,,,,,,,,EXCLUDED,2,1,1
937,156,16:48:30,1,,,,,,,,EXCLUDED,2,1,1
937,157,16:49:00,1,,,,,,,,EXCLUDED,2,1,1
937,158,16:49:30,1,,,,,,,,EXCLUDED,2,1,1
937,159,16:50:00,1,,,,,,,,EXCLUDED,2,1,1
937,160,16:50:30,1,,,,,,,,EXCLUDED,2,1,1
937,161,16:51:00,1,,,,,,,,EXCLUDED,2,1,1
937,162,16:51:30,1,,,,,,,,EXCLUDED,2,1,1
937,163,16:52:00,1,,,,,,,,EXCLUDED,2,1,1
937,164,16:52:30,1,,,,,,,,EXCLUDED,2,1,1
937,165,16:53:00,1,,,,,,,,EXCLUDED,2,1,1
937,166,16:53:30,1,,,,,,,,EXCLUDED,2,1,1
937,167,16:54:00,1,,,,,,,,EXCLUDED,2,1,1
937,168,16:54:30,1,,,,,,,,EXCLUDED,2,1,1
937,169,16:55:00,1,,,,,,,,EXCLUDED,2,1,1
